"Origin","OriginTerm","CoreTerm"
"icd10cm:E72538:official","other specified primary hyperoxaluria","specified primary hyperoxaluria"
"icd10cm:E7254:official","secondary hyperoxaluria","hyperoxaluria"
"icd10cm:E728:official","other specified disorders of amino-acid metabolism","amino acid metabolism specified disorders"
"icd10cm:E7281:official","disorders of gamma aminobutyric acid metabolism","gamma aminobutyric acid metabolism disorders"
"icd10cm:E729:official","disorder of amino-acid metabolism, unspecified","amino acid metabolism disorder"
"icd10cm:E731:official","secondary lactase deficiency","lactase deficiency"
"icd10cm:E738:official","other lactose intolerance","lactose intolerance"
"icd10cm:E74:official","other disorders of carbohydrate metabolism","carbohydrate metabolism disorders"
"icd10cm:E7400:official","glycogen storage disease, unspecified","glycogen storage disease"
"icd10cm:E7405:official","lysosome-associated membrane protein 2 [lamp2] deficiency","lysosome lamp2 deficiency"
"icd10cm:E741:official","disorders of fructose metabolism","fructose metabolism disorders"
"icd10cm:E7410:official","disorder of fructose metabolism, unspecified","fructose metabolism disorder"
"icd10cm:E742:official","disorders of galactose metabolism","galactose metabolism disorders"
"icd10cm:E743:official","other disorders of intestinal carbohydrate absorption","intestinal carbohydrate absorption disorders"
"icd10cm:E7431:official","sucrase-isomaltase deficiency","sucrase isomaltase deficiency"
"icd10cm:E744:official","disorders of pyruvate metabolism and gluconeogenesis","pyruvate metabolism gluconeogenesis disorders"
"icd10cm:E748:official","other specified disorders of carbohydrate metabolism","carbohydrate metabolism specified disorders"
"icd10cm:E7481:official","disorders of glucose transport, not elsewhere classified","glucose transport not elsewhere classified disorders"
"icd10cm:E74810:official","glucose transporter protein type 1 deficiency","glucose transporter deficiency"
"icd10cm:E74818:official","other disorders of glucose transport","glucose transport disorders"
"icd10cm:E7482:official","disorders of citrate metabolism","citrate metabolism disorders"
"icd10cm:E749:official","disorder of carbohydrate metabolism, unspecified","carbohydrate metabolism disorder"
"icd10cm:E75:official","disorders of sphingolipid metabolism and other lipid storage disorders","sphingolipid metabolism lipid storage disorders disorders"
"icd10cm:E7500:official","gm2 gangliosidosis, unspecified","gm2 gangliosidosis"
"icd10cm:E7502:official","tay-sachs disease","tay sachs disease"
"icd10cm:E751:official","other and unspecified gangliosidosis","gangliosidosis"
"icd10cm:E752:official","other sphingolipidosis","sphingolipidosis"
"icd10cm:E7521:official","fabry (-anderson) disease","fabry anderson disease"
"icd10cm:E7524:official","niemann-pick disease","niemann pick disease"
"icd10cm:E75240:official","niemann-pick disease type a","niemann pick"
"icd10cm:E75241:official","niemann-pick disease type b","niemann pick b"
"icd10cm:E75242:official","niemann-pick disease type c","niemann pick c"
"icd10cm:E75243:official","niemann-pick disease type d","niemann pick d"
"icd10cm:E7527:official","pelizaeus-merzbacher disease","pelizaeus merzbacher disease"
"icd10cm:E755:official","other lipid storage disorders","lipid storage disorders"
"icd10cm:E756:official","lipid storage disorder, unspecified","lipid storage disorder"
"icd10cm:E76:official","disorders of glycosaminoglycan metabolism","glycosaminoglycan metabolism disorders"
"icd10cm:E760:official","mucopolysaccharidosis, type i","mucopolysaccharidosis"
"icd10cm:E7602:official","hurler-scheie syndrome","hurler scheie syndrome"
"icd10cm:E762:official","other mucopolysaccharidoses","mucopolysaccharidoses"
"icd10cm:E76210:official","morquio a mucopolysaccharidoses","morquio mucopolysaccharidoses"
"icd10cm:E768:official","other disorders of glucosaminoglycan metabolism","glucosaminoglycan metabolism disorders"
"icd10cm:E769:official","glucosaminoglycan metabolism disorder, unspecified","glucosaminoglycan metabolism disorder"
"icd10cm:E77:official","disorders of glycoprotein metabolism","glycoprotein metabolism disorders"
"icd10cm:E770:official","defects in post-translational modification of lysosomal enzymes","lysosomal enzymes defects post translational modification"
"icd10cm:E771:official","defects in glycoprotein degradation","defects glycoprotein degradation"
"icd10cm:E779:official","disorder of glycoprotein metabolism, unspecified","glycoprotein metabolism disorder"
"icd10cm:E78:official","disorders of lipoprotein metabolism and other lipidemias","lipoprotein metabolism lipidemias disorders"
"icd10cm:E7800:official","pure hypercholesterolemia, unspecified","pure hypercholesterolemia"
"icd10cm:E78010:official","homozygous familial hypercholesterolemia [hofh]","homozygous familial hypercholesterolemia hofh"
"icd10cm:E78011:official","heterozygous familial hypercholesterolemia [hefh]","heterozygous familial hypercholesterolemia hefh"
"icd10cm:E78019:official","familial hypercholesterolemia, unspecified","familial hypercholesterolemia"
"icd10cm:E784:official","other hyperlipidemia","hyperlipidemia"
"icd10cm:E7841:official","elevated lipoprotein(a)","elevated lipoprotein"
"icd10cm:E787:official","disorders of bile acid and cholesterol metabolism","bile acid cholesterol metabolism disorders"
"icd10cm:E7870:official","disorder of bile acid and cholesterol metabolism, unspecified","bile acid cholesterol metabolism disorder"
"icd10cm:E7872:official","smith-lemli-opitz syndrome","smith lemli opitz syndrome"
"icd10cm:E788:official","other disorders of lipoprotein metabolism","lipoprotein metabolism disorders"
"icd10cm:E789:official","disorder of lipoprotein metabolism, unspecified","lipoprotein metabolism disorder"
"icd10cm:E79:official","disorders of purine and pyrimidine metabolism","purine pyrimidine metabolism disorders"
"icd10cm:E790:official","hyperuricemia without signs of inflammatory arthritis and tophaceous disease","inflammatory arthritis tophaceous disease hyperuricemia signs"
"icd10cm:E791:official","lesch-nyhan syndrome","lesch nyhan syndrome"
"icd10cm:E7981:official","aicardi-goutieres syndrome","aicardi goutieres syndrome"
"icd10cm:E7989:official","other specified disorders of purine and pyrimidine metabolism","purine pyrimidine metabolism specified disorders"
"icd10cm:E799:official","disorder of purine and pyrimidine metabolism, unspecified","purine pyrimidine metabolism disorder"
"icd10cm:E80:official","disorders of porphyrin and bilirubin metabolism","porphyrin bilirubin metabolism disorders"
"icd10cm:E802:official","other and unspecified porphyria","porphyria"
"icd10cm:E8021:official","acute intermittent (hepatic) porphyria","acute intermittent hepatic porphyria"
"icd10cm:E803:official","defects of catalase and peroxidase","catalase peroxidase defects"
"icd10cm:E805:official","crigler-najjar syndrome","crigler najjar syndrome"
"icd10cm:E806:official","other disorders of bilirubin metabolism","bilirubin metabolism disorders"
"icd10cm:E807:official","disorder of bilirubin metabolism, unspecified","bilirubin metabolism disorder"
"icd10cm:E83:official","disorders of mineral metabolism","mineral metabolism disorders"
"icd10cm:E830:official","disorders of copper metabolism","copper metabolism disorders"
"icd10cm:E8300:official","disorder of copper metabolism, unspecified","copper metabolism disorder"
"icd10cm:E831:official","disorders of iron metabolism","iron metabolism disorders"
"icd10cm:E8310:official","disorder of iron metabolism, unspecified","iron metabolism disorder"
"icd10cm:E83111:official","hemochromatosis due to repeated red blood cell transfusions","hemochromatosis"
"icd10cm:E832:official","disorders of zinc metabolism","zinc metabolism disorders"
"icd10cm:E833:official","disorders of phosphorus metabolism and phosphatases","phosphorus metabolism phosphatases disorders"
"icd10cm:E8330:official","disorder of phosphorus metabolism, unspecified","phosphorus metabolism disorder"
"icd10cm:E8332:official","hereditary vitamin d-dependent rickets (type 1) (type 2)","d rickets 2"
"icd10cm:E8339:official","other disorders of phosphorus metabolism","phosphorus metabolism disorders"
"icd10cm:E834:official","disorders of magnesium metabolism","magnesium metabolism disorders"
"icd10cm:E835:official","disorders of calcium metabolism","calcium metabolism disorders"
"icd10cm:E8350:official","unspecified disorder of calcium metabolism","calcium metabolism disorder"
"icd10cm:E8382:official","disorders of pyrophosphate metabolism","pyrophosphate metabolism disorders"
"icd10cm:E83820:official","generalized arterial calcification of infancy with unspecified genetic causality","infancy genetic causality generalized arterial calcification"
"icd10cm:E83821:official","enpp1 deficiency causing generalized arterial calcification of infancy","infancy enpp1 deficiency causing generalized arterial calcification"
"icd10cm:E83822:official","enpp1 deficiency causing autosomal recessive hypophosphatemic rickets type 2","recessive hypophosphatemic 2"
"icd10cm:E83823:official","abcc6 deficiency causing generalized arterial calcification of infancy","infancy abcc6 deficiency causing generalized arterial calcification"
"icd10cm:E83824:official","abcc6 deficiency causing pseudoxanthoma elasticum","abcc6 pseudoxanthoma elasticum"
"icd10cm:E83825:official","cd73 deficiency causing arterial calcification","cd73 causing calcification"
"icd10cm:E839:official","disorder of mineral metabolism, unspecified","mineral metabolism disorder"
"icd10cm:E840:official","cystic fibrosis with pulmonary manifestations","cystic fibrosis"
"icd10cm:E8411:official","meconium ileus in cystic fibrosis","meconium ileus fibrosis"
"icd10cm:E850:official","non-neuropathic heredofamilial amyloidosis","non neuropathic heredofamilial amyloidosis"
"icd10cm:E852:official","heredofamilial amyloidosis, unspecified","heredofamilial amyloidosis"
"icd10cm:E853:official","secondary systemic amyloidosis","systemic amyloidosis"
"icd10cm:E854:official","organ-limited amyloidosis","organ limited amyloidosis"
"icd10cm:E858:official","other amyloidosis","amyloidosis"
"icd10cm:E8581:official","light chain (al) amyloidosis","light chain al amyloidosis"
"icd10cm:E8582:official","wild-type transthyretin-related (attr) amyloidosis","transthyretin attr amyloidosis"
"icd10cm:E869:official","volume depletion, unspecified","volume depletion"
"icd10cm:E87:official","other disorders of fluid, electrolyte and acid-base balance","fluid electrolyte acid base balance disorders"
"icd10cm:E870:official","hyperosmolality and hypernatremia","hyperosmolality hypernatremia"
"icd10cm:E871:official","hypo-osmolality and hyponatremia","hypo osmolality hyponatremia"
"icd10cm:E8720:official","acidosis, unspecified","acidosis"
"icd10cm:E874:official","mixed disorder of acid-base balance","acid base balance mixed disorder"
"icd10cm:E8770:official","fluid overload, unspecified","fluid overload"
"icd10cm:E878:official","other disorders of electrolyte and fluid balance, not elsewhere classified","electrolyte fluid balance not elsewhere classified disorders"
