"Origin","OriginTerm","CoreTerm"
"umls:MEDCIN:term_string","secondary osteoarthritis of left shoulder","left shoulder osteoarthritis"
"umls:MEDCIN:term_string","secondary osteoarthritis of left shoulder (diagnosis)","left shoulder diagnosis osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of right elbow","right elbow osteoarthritis"
"umls:MEDCIN:term_string","osteoarthritis secondary elbow right","osteoarthritis elbow right"
"umls:MEDCIN:term_string","secondary osteoarthritis of right elbow (diagnosis)","right elbow diagnosis osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of right elbow (disorder)","joint right elbow disorder osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of right elbow","joint right elbow osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of left elbow","left elbow osteoarthritis"
"umls:MEDCIN:term_string","osteoarthritis secondary elbow left","osteoarthritis elbow left"
"umls:MEDCIN:term_string","secondary osteoarthritis of left elbow (diagnosis)","left elbow diagnosis osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of left elbow (disorder)","joint left elbow disorder osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of left elbow","joint left elbow osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of right wrist","right wrist osteoarthritis"
"umls:MEDCIN:term_string","osteoarthritis secondary wrist right","osteoarthritis wrist right"
"umls:MEDCIN:term_string","secondary osteoarthritis of right wrist (diagnosis)","right wrist diagnosis osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of right wrist (disorder)","joint right wrist disorder osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of right wrist","joint right wrist osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of left wrist","left wrist osteoarthritis"
"umls:MEDCIN:term_string","osteoarthritis secondary wrist left","osteoarthritis wrist left"
"umls:MEDCIN:term_string","secondary osteoarthritis of left wrist (diagnosis)","left wrist diagnosis osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of left wrist (disorder)","joint left wrist disorder osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of left wrist","joint left wrist osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of right hand","right hand osteoarthritis"
"umls:MEDCIN:term_string","osteoarthritis secondary hand right","osteoarthritis hand right"
"umls:MEDCIN:term_string","secondary osteoarthritis of right hand (diagnosis)","right hand diagnosis osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of right hand","joint right hand osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of right hand (disorder)","joint right hand disorder osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of left hand","left hand osteoarthritis"
"umls:MEDCIN:term_string","osteoarthritis secondary hand left","osteoarthritis hand left"
"umls:MEDCIN:term_string","secondary osteoarthritis of left hand (diagnosis)","left hand diagnosis osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of left hand","joint left hand osteoarthritis"
"umls:SNOMEDCT_US:term_string","secondary osteoarthritis of joint of left hand (disorder)","joint left hand disorder osteoarthritis"
"umls:RCD:term_string","acquired deformity of finger","finger acquired deformity"
"umls:SNMI:term_string","acquired deformity of finger, nos","finger nos acquired deformity"
"umls:ICD9CM:term_string","unspecified deformity of finger","finger deformity"
"umls:MTHICD9:term_string","deformity of finger nos","finger nos deformity"
"umls:ICPC2ICD10ENG:term_string","finger(s); deformity","finger s"
"umls:MEDCIN:term_string","deformity of fingers","fingers deformity"
"umls:SNOMEDCT_US:term_string","acquired deformity of finger (disorder)","finger disorder acquired deformity"
"umls:MEDCIN:term_string","acquired deformity of finger (diagnosis)","finger diagnosis acquired deformity"
"umls:MEDCIN:term_string","deformity of fingers (physical finding)","fingers physical finding deformity"
"umls:SNOMEDCT_US:term_string","swan-neck deformity of finger of right hand","finger right hand swan neck deformity"
"umls:SNOMEDCT_US:term_string","swan-neck deformity of finger of right hand (disorder)","finger right hand disorder swan neck deformity"
"umls:MEDCIN:term_string","swan-neck deformity of right finger (diagnosis)","right finger diagnosis swan neck deformity"
"umls:SNOMEDCT_US:term_string","swan-neck deformity of right finger","right finger swan neck deformity"
"umls:SNOMEDCT_US:term_string","swan-neck deformity of finger of left hand","finger left hand swan neck deformity"
"umls:SNOMEDCT_US:term_string","swan-neck deformity of finger of left hand (disorder)","finger left hand disorder swan neck deformity"
"umls:MEDCIN:term_string","swan-neck deformity of left finger (diagnosis)","left finger diagnosis swan neck deformity"
"umls:SNOMEDCT_US:term_string","swan-neck deformity of left finger","left finger swan neck deformity"
"umls:SNMI:term_string","swan-neck deformity","swan neck deformity"
"umls:RCD:term_string","swan-neck deformity of finger","finger swan neck deformity"
"umls:SNOMEDCT_US:term_string","swan-neck deformity (disorder)","swan neck deformity disorder"
"umls:MEDCIN:term_string","acquired swan-neck deformity of finger","finger acquired swan neck deformity"
"umls:MEDCIN:term_string","acquired swan-neck deformity of finger (diagnosis)","finger diagnosis acquired swan neck deformity"
"umls:MEDCIN:term_string","swan neck deformity of finger (physical finding)","finger physical finding swan neck deformity"
"umls:MEDCIN:term_string","other deformity of right finger","right finger deformity"
"umls:MEDCIN:term_string","other deformity of right finger (diagnosis)","right finger diagnosis deformity"
"umls:MEDCIN:term_string","other deformity of left finger","left finger deformity"
"umls:MEDCIN:term_string","other deformity of left finger (diagnosis)","left finger diagnosis deformity"
"umls:ICD9CM:term_string","other acquired deformities of finger","finger acquired deformities"
"umls:MEDCIN:term_string","other deformity of finger (diagnosis)","finger diagnosis deformity"
"umls:ICPC2ICD10ENG:term_string","hallux; valgus","hallux"
"umls:ICPC2ICD10ENG:term_string","valgus; hallux","valgus"
"umls:RCD:term_string","hv - hallux valgus","hv hallux valgus"
"umls:RCD:term_string","hav - hallux abductovalgus","hav hallux abductovalgus"
"umls:SNOMEDCT_US:term_string","acquired hallux valgus (disorder)","acquired hallux valgus disorder"
"umls:MEDCIN:term_string","acquired hallux valgus (diagnosis)","acquired hallux valgus diagnosis"
"umls:MEDCIN:term_string","acquired hallux valgus on right","hallux valgus right"
"umls:MEDCIN:term_string","acquired hallux valgus of right foot (diagnosis)","right foot diagnosis acquired hallux valgus"
"umls:SNOMEDCT_US:term_string","acquired right hallux valgus (disorder)","hallux valgus disorder"
"umls:SNOMEDCT_US:term_string","acquired hallux valgus of right great toe","right great toe acquired hallux valgus"
"umls:MEDCIN:term_string","acquired hallux valgus of right foot","right foot acquired hallux valgus"
"umls:MEDCIN:term_string","acquired hallux valgus on left","hallux valgus left"
"umls:MEDCIN:term_string","acquired hallux valgus of left foot (diagnosis)","left foot diagnosis acquired hallux valgus"
"umls:MEDCIN:term_string","acquired hallux valgus of left foot","left foot acquired hallux valgus"
"umls:MEDCIN:term_string","hallux rigidus of right foot","right foot hallux rigidus"
"umls:MEDCIN:term_string","hallux rigidus of right foot (physical finding)","right foot physical finding hallux rigidus"
"umls:MEDCIN:term_string","hallux rigidus of right foot (diagnosis)","right foot diagnosis hallux rigidus"
"umls:MEDCIN:term_string","hallux rigidus of left foot","left foot hallux rigidus"
"umls:MEDCIN:term_string","hallux rigidus of left foot (diagnosis)","left foot diagnosis hallux rigidus"
"umls:MEDCIN:term_string","hallux rigidus of left foot (physical finding)","left foot physical finding hallux rigidus"
"umls:ICD9CM:term_string","other hammer toe (acquired)","hammer toe acquired"
"umls:MTHICD9:term_string","other hammer toe, acquired","hammer toe"
"umls:ICD10AM:term_string","other deformities of toe(s) (acquired)","toe s acquired deformities"
"umls:ICD9CM:term_string","other acquired deformities of toe","toe acquired deformities"
"umls:ICPC2ICD10ENG:term_string","flexion; contracture","flexion"
"umls:MEDCIN:term_string","flexion deformity (diagnosis)","flexion deformity diagnosis"
"umls:HPO:term_string","flexed joint that cannot be straightened","flexed be straightened"
"umls:SNOMEDCT_US:term_string","flexion contracture (morphologic abnormality)","flexion contracture morphologic abnormality"
"umls:SNOMEDCT_US:term_string","flexion contracture of joint (disorder)","joint disorder flexion contracture"
"umls:SNOMEDCT_US:term_string","flexion deformity (morphologic abnormality)","flexion deformity morphologic abnormality"
"umls:SNOMEDCT_US:term_string","flexion deformity (disorder)","flexion deformity disorder"
"umls:SNOMEDCT_US:term_string","flexion contracture of joint","joint flexion contracture"
"umls:OMIM:term_string","flexion contractures of joints","joints flexion contractures"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right shoulder region","joint right shoulder region flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right shoulder region (disorder)","joint right shoulder region disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of right shoulder (diagnosis)","right shoulder diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of right shoulder","right shoulder flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left shoulder region","joint left shoulder region flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left shoulder region (disorder)","joint left shoulder region disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of left shoulder (diagnosis)","left shoulder diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of left shoulder","left shoulder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of shoulder","shoulder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of shoulder (diagnosis)","shoulder diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right elbow","joint right elbow flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right elbow (disorder)","joint right elbow disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of right elbow (diagnosis)","right elbow diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of right elbow","right elbow flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left elbow","joint left elbow flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left elbow (disorder)","joint left elbow disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of left elbow (diagnosis)","left elbow diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of left elbow","left elbow flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right wrist","joint right wrist flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right wrist (disorder)","joint right wrist disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of right wrist (diagnosis)","right wrist diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of right wrist","right wrist flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left wrist","joint left wrist flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left wrist (disorder)","joint left wrist disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of left wrist (diagnosis)","left wrist diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of left wrist","left wrist flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right hip","joint right hip flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right hip (disorder)","joint right hip disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of right hip (diagnosis)","right hip diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of right hip","right hip flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left hip","joint left hip flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left hip (disorder)","joint left hip disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of left hip (diagnosis)","left hip diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of left hip","left hip flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right knee","joint right knee flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of right knee (disorder)","joint right knee disorder flexion deformity"
"umls:MEDCIN:term_string","flexion deformity of right knee (diagnosis)","right knee diagnosis flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of right knee","right knee flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left knee","joint left knee flexion deformity"
"umls:SNOMEDCT_US:term_string","flexion deformity of joint of left knee (disorder)","joint left knee disorder flexion deformity"
